asn,category,tags
131073,ISP,Computer and Information Technology|Internet Service Provider (ISP)
131077,Unknown,
131078,Unknown,
131079,Unknown,
131080,Unknown,
131081,Unknown,
131082,Unknown,
131083,Unknown,
131084,Unknown,
131085,Unknown,
131086,Other,"Retail Stores, Wholesale, and E-commerce Sites|Manufacturing|Automotive and Transportation"
131106,Other,"Media, Publishing, and Broadcasting"
401474,Unknown,
131152,Unknown,
131153,Unknown,
131154,Enterprise,"Museums, Libraries, and Entertainment|Service|Law, Business, and Consulting Services"
131155,Unknown,
131156,Unknown,
131157,Unknown,
131158,Unknown,
131159,Academic/Edu,Academic
131160,Eyeball,Eyeball
131161,Unknown,
139345,ISP,Hosting and Cloud Provider|Internet Service Provider (ISP)|Computer and Information Technology
139358,ISP,Computer and Information Technology|Internet Service Provider (ISP)
213164,Other,"Hotels, Motels, Inns, Other Traveler Accommodation|Travel and Accommodation"
173,Other,Computer and Information Technology|Validating RPKI ROV
139468,ISP,Internet Service Provider (ISP)|Computer and Information Technology
139470,ISP,"Internet Service Provider (ISP)|Finance and Insurance|Computer and Information Technology|Investment, Portfolio Management, Pensions and Funds"
139472,Enterprise,"Law, Business, and Consulting Services|Service"
401655,Unknown,
45674,Unknown,
45675,Unknown,
45677,Unknown,
45679,Other,Personal ASN
45685,Unknown,
213471,Other,IPv6 only|Personal ASN
45686,Unknown,
45687,Unknown,
49671,Other,"Retail Stores, Wholesale, and E-commerce Sites|Food, Grocery, Beverages"
213604,Other,Personal ASN
24567,Other,Computer and Information Technology|Software Development
131893,Other,Validating RPKI ROV
131894,Unknown,
131895,Academic/Edu,Academic
131896,Unknown,
131897,Academic/Edu,Academic
131898,Unknown,
131899,Unknown,
131900,Unknown,
131901,Unknown,
131902,Unknown,
131903,Unknown,
131904,ISP,Computer and Information Technology|Internet Service Provider (ISP)
131905,Other,Internet Critical Infra
131906,Unknown,
131907,Unknown,
131908,Unknown,
131909,Unknown,
131910,Unknown,
131911,Other,Not Validating RPKI ROV
131912,Unknown,
131913,Other,Not Validating RPKI ROV
131914,Unknown,
131915,Eyeball,Eyeball
131916,Eyeball,Eyeball|Validating RPKI ROV
131917,Unknown,
131918,Eyeball,Eyeball|Validating RPKI ROV
131919,Other,Validating RPKI ROV
131920,Other,Not Validating RPKI ROV
131921,Other,Validating RPKI ROV
131922,Other,"Retail Stores, Wholesale, and E-commerce Sites"
131923,Eyeball,Eyeball
131924,Unknown,
131925,Other,Not Validating RPKI ROV
131926,Eyeball,Eyeball|Not Validating RPKI ROV
131927,Unknown,
131928,Eyeball,Not Validating RPKI ROV|Eyeball
131929,Other,Validating RPKI ROV
131930,Other,Tranco 10k Host
131931,Other,Not Validating RPKI ROV
131932,Unknown,
131933,Other,Not Validating RPKI ROV
131934,Eyeball,Eyeball|Not Validating RPKI ROV
131935,Unknown,
131936,Unknown,
131937,Other,Validating RPKI ROV
131938,Unknown,
131939,Other,Not Validating RPKI ROV
131940,Unknown,
131941,Unknown,
131942,Other,Tranco 10k Host
131943,Other,Not Validating RPKI ROV
131944,Other,Validating RPKI ROV
131945,Unknown,
131946,Other,Not Validating RPKI ROV
131947,Unknown,
131948,Unknown,
131949,Unknown,
131950,Unknown,
131951,Unknown,
131952,Unknown,
131953,Unknown,
131954,Unknown,
131955,Unknown,
131956,ISP,Hosting and Cloud Provider|Service|Internet Service Provider (ISP)|Computer and Information Technology
131957,Unknown,
131958,ISP,Eyeball|Home ISP
131959,Unknown,
131960,Unknown,
131961,Unknown,
131962,Unknown,
131963,Unknown,
131964,Unknown,
131965,Content/CDN,Server Hosting|Tor services|Tranco 10k Host
131966,Unknown,
131967,Unknown,
131968,Unknown,
131969,Unknown,
131970,ISP,Tor services|Internet Service Provider (ISP)|Computer and Information Technology
131971,Unknown,
131972,Unknown,
131973,Unknown,
131974,ISP,Computer and Information Technology|Internet Service Provider (ISP)
131975,Other,Computer and Information Technology|Manufacturing|Electronics and Computer Components
131976,Other,"Media, Publishing, and Broadcasting"
131977,Unknown,
131978,ISP,"Computer and Information Technology|Law, Business, and Consulting Services|Internet Service Provider (ISP)|Hosting and Cloud Provider"
131979,ISP,Computer and Information Technology|Internet Service Provider (ISP)
131980,Unknown,
131981,Unknown,
131982,Academic/Edu,"Colleges, Universities, and Professional Schools|Education and Research"
131983,Other,Not Validating RPKI ROV
131984,Unknown,
131985,Other,"Music and Video Industry|Media, Publishing, and Broadcasting"
131986,ISP,Internet Service Provider (ISP)|Computer and Information Technology
131987,Other,Construction and Real Estate
131988,Other,Validating RPKI ROV|Satellite Communication|Computer and Information Technology
131989,Unknown,
131990,Unknown,
131991,Government,"Government and Public Administration|Law Enforcement, Public Safety, and Justice"
131992,Other,Software Development|Computer and Information Technology
945,ISP,Computer and Information Technology|Internet Service Provider (ISP)|Server Hosting|Eyeball
132024,Other,Computer and Information Technology|Software Development
140232,ISP,"Computer and Information Technology|Law, Business, and Consulting Services|Service|Internet Service Provider (ISP)"
140233,ISP,"Service|Internet Service Provider (ISP)|Law, Business, and Consulting Services|Computer and Information Technology"
140234,ISP,"Computer and Information Technology|Law, Business, and Consulting Services|Internet Service Provider (ISP)|Service"
140235,ISP,"Service|Internet Service Provider (ISP)|Computer and Information Technology|Law, Business, and Consulting Services"
140236,ISP,"Computer and Information Technology|Law, Business, and Consulting Services|Service|Internet Service Provider (ISP)"
140237,ISP,"Internet Service Provider (ISP)|Law, Business, and Consulting Services|Computer and Information Technology|Service"
58325,Other,"Service|Validating RPKI ROV|Media, Publishing, and Broadcasting"
9222,ISP,"Internet Service Provider (ISP)|Media, Publishing, and Broadcasting|Computer and Information Technology"
140306,ISP,Hosting and Cloud Provider|Internet Service Provider (ISP)|Service|Computer and Information Technology
132119,Other,Computer and Information Technology
132120,ISP,Computer and Information Technology|Community Groups and Nonprofits|Software Development|Internet Service Provider (ISP)
18130,Unknown,
18131,Unknown,
18132,Unknown,
17503,Unknown,
17504,Enterprise,"Service|Law, Business, and Consulting Services"
17505,Unknown,
17506,ISP,Eyeball|Not Validating RPKI ROV|Internet Service Provider (ISP)|Computer and Information Technology
17507,Unknown,
17508,Unknown,
17509,Unknown,
17510,Unknown,
17511,ISP,Eyeball|Not Validating RPKI ROV|Home ISP|Mobile Data/Carrier
17512,Other,"Online Informational Content|Media, Publishing, and Broadcasting"
17513,Unknown,
17514,ISP,Computer and Information Technology|Not Validating RPKI ROV|Internet Service Provider (ISP)
17515,Unknown,
17516,Unknown,
17517,Unknown,
17518,Other,Not Validating RPKI ROV
17519,Unknown,
17520,Unknown,
17521,Unknown,
17522,Unknown,
17523,Other,Not Validating RPKI ROV
17524,Unknown,
17525,Unknown,
17526,Unknown,
17527,Unknown,
17528,Unknown,
17529,Eyeball,Eyeball|Not Validating RPKI ROV
17530,Eyeball,Eyeball|Not Validating RPKI ROV
17531,Unknown,
17532,Unknown,
17533,Unknown,
17534,ISP,Eyeball|Not Validating RPKI ROV|Computer and Information Technology|Internet Service Provider (ISP)
18138,Unknown,
18139,Enterprise,"Technology Consulting Services|Computer and Information Technology|Law, Business, and Consulting Services|Service"
18140,Unknown,
9349,Unknown,
9350,Unknown,
9351,ISP,Eyeball|Not Validating RPKI ROV|Home ISP
9352,ISP,Internet Service Provider (ISP)|Computer and Information Technology
9353,Other,Validating RPKI ROV
9354,ISP,Eyeball|Not Validating RPKI ROV|Home ISP
9355,Other,Validating RPKI ROV
18141,Other,Not Validating RPKI ROV
9357,Other,Validating RPKI ROV
9358,Unknown,
