asn,category,tags
393216,Academic/Edu,"Colleges, Universities, and Professional Schools|Education and Research|Not Validating RPKI ROV"
1,ISP,Not Validating RPKI ROV|Hosting and Cloud Provider|Computer and Network Security|Service
2,Eyeball,"Eyeball|Computer and Information Technology|Colleges, Universities, and Professional Schools|Education and Research"
3,Eyeball,"Eyeball|Colleges, Universities, and Professional Schools|Education and Research|Not Validating RPKI ROV"
4,Academic/Edu,"Academic|Community Groups and Nonprofits|Colleges, Universities, and Professional Schools|Education and Research"
5,ISP,Internet Service Provider (ISP)|Hosting and Cloud Provicer|Computer and Information Technology|Not Validating RPKI ROV
6,ISP,"Not Validating RPKI ROV|Law, Business, and Consulting Services|Software Development|Computer and Information Technology"
393218,Enterprise,"Law, Business, and Consulting Services|Computer and Information Technology|Media, Publishing, and Broadcasting|Service"
8,Eyeball,"Eyeball|Colleges, Universities, and Professional Schools|Media, Publishing, and Broadcasting|Education and Research"
9,Eyeball,"Eyeball|Colleges, Universities, and Professional Schools|Education and Research|Not Validating RPKI ROV"
10,Academic/Edu,"Research and Development Organizations|Law, Business, and Consulting Services|Software Development|Manufacturing"
11,Academic/Edu,Community Groups and Nonprofits|Education and Research
12,Eyeball,"Eyeball|Colleges, Universities, and Professional Schools|Education and Research|Validating RPKI ROV"
13,ISP,Internet Service Provider (ISP)|Computer and Information Technology
14,Eyeball,Eyeball|Software Development|Education and Research|Service
15,ISP,"Finance and Insurance|Banks, Credit Card Companies, Mortgage Providers|Internet Service Provider (ISP)|Computer and Information Technology"
16,ISP,"Electric Power Generation, Transmission, Distribution|Tranco 10k Host|Computer and Information Technology|Education and Research"
17,Eyeball,"Eyeball|Colleges, Universities, and Professional Schools|Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)|Education and Research"
18,Academic/Edu,"Academic|Validating RPKI ROV|Colleges, Universities, and Professional Schools|Community Groups and Nonprofits"
19,Academic/Edu,"Validating RPKI ROV|Education and Research|Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)|Machinery"
20,Academic/Edu,"Tranco 10k Host|Hospitals and Medical Centers|Colleges, Universities, and Professional Schools|Health Care Services"
21,Academic/Edu,Not Validating RPKI ROV|Service|Research and Development Organizations|Government and Public Administration
22,Government,"Government and Public Administration|Military, Defense, National Security, and International Affairs"
23,Academic/Edu,Research and Development Organizations|Education and Research
24,Academic/Edu,Government|Validating RPKI ROV|Education and Research
25,Academic/Edu,"Academic|Government and Regulatory Agencies, Administrations, Departments, and Services|Colleges, Universities, and Professional Schools|Government and Public Administration"
26,Academic/Edu,Academic|Education and Research|Computer and Information Technology|Community Groups and Nonprofits
27,Eyeball,"Eyeball|Colleges, Universities, and Professional Schools|Software Development|Education and Research"
393235,Other,"Construction and Real Estate|Finance and Insurance|Banks, Credit Card Companies, Mortgage Providers|Not Validating RPKI ROV"
29,Academic/Edu,"Academic|Service|Law, Business, and Consulting Services|Community Groups and Nonprofits"
30,ISP,Computer and Network Security|Internet Service Provider (ISP)|Community Groups and Nonprofits|Computer and Information Technology
31,Academic/Edu,"Academic|Education and Research|Colleges, Universities, and Professional Schools|Not Validating RPKI ROV"
32,Academic/Edu,"Education and Research|Colleges, Universities, and Professional Schools|Tranco 10k Host|Validating RPKI ROV"
33,ISP,Not Validating RPKI ROV|Computer and Information Technology|Electronics and Computer Components|Software Development
34,Academic/Edu,"Academic|Colleges, Universities, and Professional Schools|Education and Research|Validating RPKI ROV"
35,Academic/Edu,Not Validating RPKI ROV|Service|Research and Development Organizations|Education and Research
36,ISP,Computer and Network Security|Internet Service Provider (ISP)|Community Groups and Nonprofits|Computer and Information Technology
37,Government,Government|Health Care Services|Manufacturing
38,Eyeball,"Law, Business, and Consulting Services|Computer and Information Technology|Manufacturing|Service"
39,Government,"Government and Public Administration|Military, Defense, National Security, and International Affairs"
40,Academic/Edu,"Education and Research|Colleges, Universities, and Professional Schools"
41,Academic/Edu,Education and Research
42,ISP,Content|Education and Research|Internet Service Provider (ISP)|Research and Development Organizations
43,Academic/Edu,"Research and Development Organizations|Education and Research|Museums, Libraries, and Entertainment"
44,Academic/Edu,"Government and Public Administration|Law, Business, and Consulting Services|Military, Defense, National Security, and International Affairs|Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)"
45,Academic/Edu,"Validating RPKI ROV|Government and Public Administration|Research and Development Organizations|Military, Defense, National Security, and International Affairs"
46,Eyeball,"Eyeball|Education and Research|Service|Colleges, Universities, and Professional Schools"
47,Academic/Edu,"Academic|Service|Education and Research|Colleges, Universities, and Professional Schools"
48,Other,Manufacturing|Health Care Services
49,ISP,Government|Manufacturing|Software Development|Education and Research
50,Academic/Edu,"Government|Education and Research|Electric Power Generation, Transmission, Distribution|Manufacturing"
51,ISP,Computer and Information Technology|Internet Service Provider (ISP)
52,Academic/Edu,"Academic|Service|Investment, Portfolio Management, Pensions and Funds|Government and Public Administration"
53,Academic/Edu,Education and Research|Service|Research and Development Organizations
54,ISP,Computer and Information Technology|Internet Service Provider (ISP)
